x,y,z
-325.654308069591,-38.688650796573,30
-325.654308069591,245.512348534391,30
-325.654308069591,529.713347865355,30
-93.9120183984427,-38.688650796573,30
-93.9120183984427,245.512348534391,30
-93.9120183984427,529.713347865355,30
137.830271272706,-38.688650796573,30
137.830271272706,245.512348534391,30
137.830271272706,529.713347865355,30
