x,y,z,Station1,Station2,Station3
-0.809666096213443,1.14259534356891,0.229685899164526,4,7,5
-0.829619071069303,1.43087228912522,0.233205544747355,4,7,5
-0.84556088862852,1.72368928894383,0.234874892314355,4,7,5
-0.859461226864035,2.0223043368302,0.234708163665743,4,7,5
-0.868903847296802,2.32836530843978,0.234133999280777,4,7,5
-0.872709137832123,2.64405901890647,0.232828559387196,4,7,5
-0.870330829448164,2.96756811634346,0.232874372776525,4,7,5
-0.856738405277832,3.30526472281182,0.236044031877773,4,7,5
-0.832050203766321,3.66006306141736,0.240708070198154,4,7,5
-0.798739016237242,4.01874582737048,0.243612208273728,4,7,5
-0.762607464711998,4.39028820856816,0.245092764876165,4,7,5
-0.720253913491285,4.77369797285721,0.245146164398465,4,7,5
-0.666475438540834,5.16469474546565,0.246250635846307,4,7,5
-0.594505393878199,5.56090807118039,0.249153568592338,4,7,5
-0.514162209338493,5.97057155914648,0.251758666530494,4,7,5
-0.427928418623276,6.39065466080521,0.254037488137084,4,7,5
-0.340290958196224,6.82468722069788,0.255980864008505,4,7,5
-0.251437723130086,7.26905973295879,0.257010649589476,4,7,5
-0.154429529113469,7.72777464454085,0.257508664878735,4,7,5
-0.0474571771405542,8.19793197647361,0.259203858672672,4,7,5
0.0627808957383684,8.6883521102685,0.26177312514242,4,7,5
0.172392202223618,9.18116273327265,0.265980394221134,4,7,5
0.285864522224359,9.69415626598258,0.27136022497546,4,7,5
0.413674548768915,10.2147025270136,0.277105755477786,4,7,5
0.55618541692718,10.7458510028745,0.285958325018147,4,7,5
0.702434052958254,11.2868328291451,0.300811681126716,4,7,5
0.844572562052187,11.8372961151205,0.321719225083355,4,7,5
0.992473652022615,12.3987421946568,0.340277594669852,4,7,5
1.15216872559198,12.9660873058685,0.356908952206438,4,7,5
1.3253741803156,13.5474364717488,0.375847958274864,4,7,5
1.50242005498738,14.1371799465692,0.395500626754837,4,7,5
1.68901880865797,14.7389273509664,0.413971171061261,4,7,5
1.88205707171386,15.3517351949698,0.430737741674725,4,7,5
2.08359469482976,15.975892783003,0.456313749594232,4,7,5
2.29210674634221,16.6110056557053,0.486482142101355,4,7,5
2.50790682947186,17.2581854616515,0.526690525693747,4,7,5
2.74547386692378,17.9282768265581,0.576079877024465,4,7,5
2.98069606542793,18.5747945841806,0.631230371361594,4,7,5
3.23141595214871,19.2470860494032,0.692068621451825,4,7,5
3.49000521075248,19.9340911664131,0.755874387931409,4,7,5
3.75384182893387,20.6304813732012,0.823184398911528,4,7,5
4.02137644735613,21.3405648411305,0.895154437501759,4,7,5
4.29655510001711,22.0572060962977,0.966830695973264,4,7,5
4.58314056633511,22.7879903278251,1.03837762879215,4,7,5
4.87703314678915,23.5223703126652,1.11119699439885,4,7,5
5.20086562726659,24.2737935442233,1.19164547312685,4,7,5
5.52377781373436,25.0109198617135,1.26511157294781,4,7,5
5.86565520161854,25.7618786175916,1.34004771827289,4,7,5
6.20985528289155,26.5165446379123,1.40785797750747,4,7,5
6.56610690298734,27.2782520868444,1.47394640413816,4,7,5
6.93006302795017,28.0448438501101,1.53722890968429,4,7,5
7.30973759252247,28.8185362476493,1.60215840797187,4,7,5
7.69366653823333,29.5982025709307,1.66499526997359,4,7,5
8.09238278089249,30.3896791243566,1.72621159941832,4,7,5
8.50366169785938,31.1870054506929,1.78284236133642,4,7,5
8.92392767586363,31.9904930613347,1.83919557754228,4,7,5
9.35435193850214,32.8001216569769,1.89208387796084,4,7,5
9.79553378270898,33.6159667477056,1.94024817189256,4,7,5
10.2503950486879,34.4395723504464,1.98769253655992,4,7,5
10.7135565820223,35.2732617414183,2.03535398176505,4,7,5
11.1886064810363,36.1167605614667,2.08403060505207,4,7,5
11.6701099359898,36.9627645811409,2.13136536300138,4,7,5
12.1647113199611,37.838898902805,2.18227431122005,4,7,5
12.6648844014432,38.7315915623827,2.23456416274311,4,7,5
13.1655975861065,39.6305954452343,2.28878182862338,4,7,5
13.6751215996018,40.5395293803426,2.34139226116203,4,7,5
14.1980840617601,41.4539452389885,2.39273045407645,4,7,5
14.729326593385,42.3744619582374,2.4447308187424,4,7,5
15.266654158577,43.2979791034846,2.49675382201256,4,7,5
15.8093068692368,44.2204527394861,2.54838399860128,4,7,5
16.3536024234403,45.1392387243729,2.59832497376448,4,7,5
16.9053993332328,46.0521190650419,2.64725948232662,4,7,5
17.4641299656343,46.9574984544298,2.69472534595702,4,7,5
18.0412597510407,47.8647115804113,2.74251169525624,4,7,5
18.638627869571,48.7588309626835,2.78558797259795,4,7,5
19.2535591043524,49.6449215582977,2.82458503661864,4,7,5
19.8689510945533,50.5253527479087,2.86497527663614,4,7,5
20.4963488215346,51.3864525534774,2.90253901181114,4,7,5
21.1187223010767,52.2455454096885,2.94585465907335,4,7,5
21.746475509682,53.0969689030876,2.99202517643031,4,7,5
22.3774301775732,53.9568570678381,3.03932830689473,7,4,8
23.0164934892827,54.8149424506815,3.09003091487629,7,4,8
23.6619714745984,55.6753673676909,3.13670807058172,7,4,8
24.3106300838448,56.5327840529675,3.17566552068102,7,4,8
24.9639474424725,57.3868606570422,3.20723092700635,7,4,8
25.6217330765116,58.241220219532,3.24320300039461,7,4,8
26.2865897955627,59.0834348093891,3.27696874124959,7,4,8
26.9643374097935,59.9303158835577,3.31426052333748,7,4,8
27.6456204412114,60.7588826988198,3.35602107551572,7,4,8
28.3350307635125,61.5917162613438,3.40344476401466,7,4,8
29.0353433413213,62.4189420619905,3.45073119873568,7,4,8
29.7432634579162,63.2475354832756,3.49716601047935,7,4,8
30.4601652563717,64.070535365049,3.54431922253546,7,4,8
31.1847111474376,64.8905983555724,3.59333476413105,7,4,8
31.9278678307234,65.7169372183807,3.64340214996486,7,4,8
32.6752114909041,66.5345417801733,3.69276831571228,7,4,8
33.4208928935515,67.3358088275786,3.74311565061461,7,4,8
34.1961829541453,68.1335323733206,3.79903426312071,7,4,8
34.9790333202408,68.9272418219988,3.8546222327552,7,4,8
35.7808911873774,69.7154046541319,3.91719712727671,7,4,8
36.5887917575369,70.5034744187296,3.97550785218279,7,4,8
37.413279722418,71.289548233169,4.03776085485988,7,4,8
38.2345446773133,72.077220723719,4.1013196779282,7,4,8
39.0647267500989,72.8607303410187,4.16794576359089,7,4,8
39.9012992163533,73.6419235347886,4.23199012864923,7,4,8
40.7464228140852,74.4215171718184,4.29740848657356,7,4,8
41.6045486107142,75.1973685154657,4.3618509436328,7,4,8
42.4757378877994,75.9674998514567,4.42373109189441,7,4,8
43.3488936433413,76.7421678244397,4.49414524640816,7,4,8
44.2271762704887,77.5130673218387,4.55681692337997,7,4,8
45.1109488627428,78.2778823404817,4.61913399793016,7,4,8
46.0087485214053,79.0480543829328,4.68123649735862,7,4,8
46.9143094811284,79.81822965871,4.74170266486926,7,4,8
47.8230691922616,80.5862287240112,4.80276213979026,7,4,8
48.740033075234,81.3479888962964,4.87044540508679,7,4,8
49.6675874616565,82.1126538067815,4.94382265290282,7,8,4
50.5969670653814,82.8708251878071,5.02051547906373,7,8,4
51.5398812421026,83.6235962441815,5.09534793914675,7,8,4
52.4984447783071,84.3700975139291,5.16956441985444,7,8,4
53.4728506310212,85.1048615725463,5.24283739499481,7,8,4
54.4586108761908,85.828298935785,5.31504996530327,7,8,4
55.4550341450585,86.5400304642331,5.38546805820131,7,8,4
56.461507640273,87.2439184427115,5.4569377195115,7,8,4
57.4795346574039,87.9390911544438,5.53273428021508,7,8,4
58.5046684096459,88.6279736844549,5.61124523458035,7,8,4
59.5436222711659,89.3070525498641,5.69133772918536,7,8,4
60.5945152976922,89.9713205429753,5.76740127822211,7,8,4
61.655459926466,90.6240599466455,5.84484139440282,7,8,4
62.7321154087625,91.2652152671218,5.92440875378112,7,8,4
63.8111475090851,91.8918827302354,6.00551734939828,7,8,4
64.9110447244609,92.5134930453382,6.0865096583572,7,8,4
66.0191527895007,93.1252531331349,6.16764250600314,7,8,4
67.1355146987731,93.7295699951752,6.24755960361479,7,8,4
68.2582394220945,94.3242773726251,6.32653178719938,7,8,4
69.3833625304069,94.9105624086242,6.40497630336395,7,8,4
70.515795595055,95.490968862886,6.48452807707971,7,8,4
71.6518857635967,96.0615700692795,6.56961849825176,7,8,4
72.7936607093261,96.6276460958533,6.65845440359648,7,8,4
73.9283237081759,97.183416166935,6.74788190155323,7,8,4
75.0712584006831,97.735686672623,6.83861866150132,7,8,4
76.2514446465529,98.3020333615151,6.92820061149565,7,8,4
77.3499578403923,98.822576924077,7.00874346135145,7,8,4
78.4836159328193,99.3542296863921,7.09064620576481,7,8,4
79.6143622314533,99.8811981302856,7.17031578290072,7,8,4
80.7446644806677,100.403234655964,7.24920321224943,7,8,4
81.8642791796878,100.922684788638,7.32051188346111,7,8,4
82.9666807748645,101.42459446776,7.3992112668851,7,8,4
84.0598124435221,101.920552094065,7.47805842196741,7,8,4
85.1533315878842,102.407328949988,7.5523749950529,7,8,4
