x,y,site_count,lon,lat
-444.97206703910615,233.96226415094338,5,8.4737625698324,48.97175471698113
-444.97206703910615,238.99371069182382,4,8.4737625698324,48.97179245283019
-444.97206703910615,244.02515723270437,6,8.4737625698324,48.97183018867924
-444.97206703910615,249.05660377358492,5,8.4737625698324,48.971867924528304
-444.97206703910615,254.08805031446536,4,8.4737625698324,48.97190566037736
-444.97206703910615,259.1194968553459,3,8.4737625698324,48.971943396226415
-444.97206703910615,264.15094339622635,4,8.4737625698324,48.97198113207547
-444.97206703910615,269.1823899371069,5,8.4737625698324,48.972018867924525
-444.97206703910615,274.21383647798734,5,8.4737625698324,48.97205660377358
-444.97206703910615,279.2452830188679,4,8.4737625698324,48.97209433962264
-444.97206703910615,284.27672955974845,5,8.4737625698324,48.9721320754717
-444.97206703910615,289.3081761006289,4,8.4737625698324,48.972169811320754
-444.97206703910615,294.33962264150944,5,8.4737625698324,48.97220754716981
-444.97206703910615,299.3710691823899,6,8.4737625698324,48.972245283018864
-444.97206703910615,304.4025157232704,4,8.4737625698324,48.97228301886793
-444.97206703910615,309.43396226415086,5,8.4737625698324,48.97232075471698
-444.97206703910615,314.4654088050314,6,8.4737625698324,48.97235849056604
-444.97206703910615,319.49685534591197,4,8.4737625698324,48.97239622641509
-444.97206703910615,324.5283018867924,5,8.4737625698324,48.97243396226415
-444.97206703910615,329.55974842767296,6,8.4737625698324,48.9724716981132
-444.97206703910615,334.5911949685534,3,8.4737625698324,48.972509433962266
-444.97206703910615,339.62264150943395,3,8.4737625698324,48.97254716981132
-444.97206703910615,344.6540880503144,5,8.4737625698324,48.972584905660376
-444.97206703910615,349.68553459119494,4,8.4737625698324,48.97262264150943
-444.97206703910615,354.7169811320755,4,8.4737625698324,48.97266037735849
-444.97206703910615,359.7484276729559,2,8.4737625698324,48.97269811320755
-444.97206703910615,364.7798742138365,6,8.4737625698324,48.972735849056605
-444.97206703910615,369.8113207547169,5,8.4737625698324,48.97277358490566
-444.97206703910615,374.84276729559747,4,8.4737625698324,48.972811320754715
-444.97206703910615,379.8742138364779,5,8.4737625698324,48.97284905660377
-444.97206703910615,384.90566037735846,5,8.4737625698324,48.972886792452826
-444.97206703910615,389.937106918239,4,8.4737625698324,48.97292452830189
-444.97206703910615,394.96855345911945,5,8.4737625698324,48.972962264150944
-444.97206703910615,400.0,5,8.4737625698324,48.973
-439.9441340782123,-400.0,3,8.473825139664804,48.967
-439.9441340782123,-394.9685534591195,5,8.473825139664804,48.967037735849054
-439.9441340782123,-389.937106918239,2,8.473825139664804,48.96707547169811
-439.9441340782123,-384.9056603773585,4,8.473825139664804,48.96711320754717
-439.9441340782123,-379.87421383647796,4,8.473825139664804,48.96715094339623
-439.9441340782123,-374.84276729559747,4,8.473825139664804,48.96718867924528
-439.9441340782123,-369.811320754717,3,8.473825139664804,48.96722641509434
-439.9441340782123,-364.7798742138365,5,8.473825139664804,48.96726415094339
-439.9441340782123,-359.748427672956,3,8.473825139664804,48.96730188679245
-439.9441340782123,-354.7169811320755,3,8.473825139664804,48.96733962264151
-439.9441340782123,-349.685534591195,4,8.473825139664804,48.967377358490566
-439.9441340782123,-344.6540880503145,3,8.473825139664804,48.96741509433962
-439.9441340782123,-339.62264150943395,6,8.473825139664804,48.96745283018868
-439.9441340782123,-334.59119496855345,3,8.473825139664804,48.96749056603773
-439.9441340782123,-329.55974842767296,4,8.473825139664804,48.967528301886794
-439.9441340782123,-324.52830188679246,2,8.473825139664804,48.96756603773585
-439.9441340782123,-319.49685534591197,3,8.473825139664804,48.967603773584905
-439.9441340782123,-314.4654088050314,3,8.473825139664804,48.96764150943396
-439.9441340782123,-309.433962264151,4,8.473825139664804,48.967679245283016
-439.9441340782123,-304.4025157232704,3,8.473825139664804,48.96771698113207
-439.9441340782123,-299.37106918238993,4,8.473825139664804,48.96775471698113
-439.9441340782123,-294.33962264150944,4,8.473825139664804,48.96779245283019
