x,y,z,base_stations
-0.8096660962134433,1.1425953435689091,0.22968589916452564,5.0
-0.8296190710693031,1.4308722891252168,0.23320554474735497,5.0
-0.8455608886285199,1.7236892889438327,0.23487489231435507,5.0
-0.8594612268640346,2.0223043368301967,0.23470816366574326,5.0
-0.868903847296802,2.3283653084397775,0.23413399928077672,5.0
-0.8727091378321228,2.644059018906466,0.23282855938719588,5.0
-0.870330829448164,2.9675681163434637,0.23287437277652467,5.0
-0.8567384052778321,3.3052647228118213,0.23604403187777293,5.0
-0.8320502037663208,3.6600630614173597,0.2407080701981542,5.0
-0.7987390162372416,4.018745827370481,0.24361220827372843,5.0
-0.7626074647119976,4.390288208568162,0.24509276487616524,5.0
-0.7202539134912849,4.773697972857209,0.24514616439846537,5.0
-0.6664754385408336,5.164694745465652,0.2462506358463075,6.0
-0.5945053938781992,5.560908071180389,0.24915356859233795,6.0
-0.5141622093384934,5.9705715591464825,0.25175866653049395,6.0
-0.4279284186232764,6.390654660805214,0.2540374881370839,6.0
-0.34029095819622374,6.824687220697879,0.25598086400850495,6.0
-0.2514377231300856,7.26905973295879,0.2570106495894764,6.0
-0.15442952911346897,7.727774644540854,0.2575086648787348,6.0
-0.047457177140554196,8.197931976473606,0.2592038586726721,6.0
0.06278089573836843,8.688352110268498,0.26177312514242035,6.0
0.17239220222361762,9.18116273327265,0.2659803942211342,6.0
0.28586452222435876,9.694156265982576,0.27136022497545975,6.0
0.4136745487689153,10.214702527013614,0.27710575547778593,3.0
0.5561854169271805,10.745851002874534,0.28595832501814705,3.0
0.702434052958254,11.286832829145059,0.30081168112671575,3.0
0.8445725620521874,11.837296115120461,0.3217192250833553,3.0
0.9924736520226147,12.39874219465677,0.34027759466985213,3.0
1.1521687255919768,12.96608730586849,0.3569089522064376,3.0
1.3253741803156018,13.547436471748842,0.3758479582748636,3.0
1.5024200549873776,14.137179946569233,0.3955006267548375,3.0
1.689018808657968,14.738927350966438,0.41397117106126113,3.0
1.882057071713862,15.351735194969818,0.4307377416747254,2.0
2.083594694829764,15.975892783003005,0.4563137495942324,2.0
2.292106746342214,16.61100565570526,0.4864821421013552,2.0
2.5079068294718567,17.258185461651546,0.5266905256937471,2.0
